scenario,soc_code,occupation_title,aioe_score,projected_aioe,aioe_increase,tot_emp,annual_median_wage,education_level
Moderate,25-2012,"Kindergarten Teachers, Except Special Education",0.3644047,1.1798745046535082,0.8154698046535082,114410.0,61430.0,4.913745454545454
Moderate,25-2051,"Special Education Teachers, Preschool",0.3750564,1.1639077490114034,0.7888513490114033,28200.0,62190.0,5.405454545454545
Moderate,25-4011,Archivists,0.6765602,1.4654035549415494,0.7888433549415494,7050.0,61570.0,6.020509090909091
Moderate,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.7143481,1.4861764644632118,0.7718283644632118,22510.0,99240.0,5.909236363636364
Moderate,19-1023,Zoologists and Wildlife Biologists,0.3175953,1.062782684848684,0.7451873848486841,16920.0,72860.0,5.340143105219613
Moderate,11-1021,General and Operations Managers,0.5748773,1.302917367504689,0.728040067504689,3584420.0,102950.0,2.9441454545454544
Moderate,21-1092,Probation Officers and Correctional Treatment Specialists,0.5272448,1.232999400505706,0.7057546005057059,86820.0,64520.0,4.547563636363637
Moderate,21-1093,Social and Human Service Assistants,0.4652255,1.1671954018784851,0.7019699018784851,424220.0,45120.0,4.301527272727273
Moderate,43-5061,"Production, Planning, and Expediting Clerks",0.6999103,1.3944718174547641,0.6945615174547641,385000.0,57770.0,2.250056812500568
Moderate,19-1013,Soil and Plant Scientists,0.6320696,1.298150973092107,0.666081373092107,16600.0,71410.0,6.090981825455272
Moderate,17-1021,Cartographers and Photogrammetrists,0.8169979,1.458149779011038,0.641151879011038,12790.0,78380.0,3.7917090909090914
Moderate,17-3022,Civil Engineering Technicians,0.9323219,1.5670590155290514,0.6347371155290513,62130.0,64200.0,3.3473454545454544
Moderate,19-1029,"Biological Scientists, All Other",1.010193,1.6428366714633822,0.6326436714633823,59710.0,93330.0,6.760637802236763
Moderate,19-2031,Chemists,0.5011251,1.0969918790107527,0.5958667790107527,83250.0,84150.0,5.9024
Moderate,25-4012,Curators,0.7366658,1.3177631248769623,0.5810973248769623,12280.0,61770.0,6.6324905217794505
Moderate,11-9041,Engineering Managers,0.8370105,1.417557149727665,0.5805466497276649,210340.0,167740.0,5.335453136293179
Moderate,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,1.3258497959403488,0.5711812959403488,8700.0,86350.0,8.038181818181819
Moderate,19-1022,Microbiologists,0.6955647,1.2375274544830608,0.5419627544830607,19760.0,87330.0,5.033269400332693
Moderate,43-6012,Legal Secretaries,1.014541,1.536133799715047,0.5215927997150471,154540.0,54140.0,3.2778181818181817
Moderate,19-1012,Food Scientists and Technologists,0.7943575,1.311129205175624,0.516771705175624,14370.0,85310.0,5.869381818181818
Moderate,17-3012,Electrical and Electronics Drafters,0.910166,1.4202094226407334,0.5100434226407333,20020.0,73720.0,3.765687067656871
Moderate,21-1021,"Child, Family, and School Social Workers",0.7761707,1.2741602418723972,0.4979895418723972,382960.0,58570.0,4.972
Moderate,21-1022,Medical and Public Health Social Workers,0.9339648,1.4121869527395834,0.47822215273958335,185940.0,68090.0,6.0101010101010095
Moderate,33-9021,Private Detectives and Investigators,0.7483108,1.222961858813373,0.474651058813373,38700.0,52370.0,3.550582330960369
Moderate,43-9022,Word Processors and Typists,0.6219606,1.0865762072637575,0.4646156072637575,36030.0,47850.0,2.439127272727273
Moderate,21-1091,Health Educators,0.691658,1.1537510141095408,0.46209301410954084,65150.0,63000.0,4.18989090909091
Moderate,27-1014,Multi-Media Artists and Animators,0.7058651,1.1569110058510605,0.4510459058510605,21280.0,99800.0,3.889963636363636
Moderate,29-1181,Audiologists,0.6329063,1.080280345085974,0.4473740450859739,14730.0,92120.0,8.305818181818182
Moderate,13-1032,"Insurance Appraisers, Auto Damage",0.6634955,1.1064524298765532,0.4429569298765532,7790.0,76650.0,2.756727272727273
Moderate,17-2031,Biomedical Engineers,0.9874239,1.4221593011957745,0.4347354011957745,21860.0,106950.0,6.027418181818182
Moderate,51-8011,Nuclear Power Reactor Operators,0.7705302,1.203576017535831,0.43304581753583093,5720.0,122610.0,2.6534744383529256
Moderate,11-9199,"Managers, All Other",0.9646872,1.3912987312808425,0.4266115312808425,630980.0,136550.0,4.4259620352315725
Moderate,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.9948935,1.398198622176913,0.40330512217691294,23220.0,109660.0,4.636363636363637
Moderate,33-9031,Gaming Surveillance Officers and Gaming Investigators,0.7283933,1.1303960190635811,0.4020027190635811,10000.0,43900.0,1.9045090909090916
Moderate,27-1021,Commercial and Industrial Designers,0.867039,1.2583127767348665,0.3912737767348665,30250.0,79450.0,4.1942545454545455
Moderate,17-2072,"Electronics Engineers, Except Computer",0.6654578,1.0559354590419514,0.3904776590419514,93940.0,127590.0,4.551345454545455
Moderate,19-1021,Biochemists and Biophysicists,0.9060509,1.285894630134193,0.3798437301341929,34520.0,103650.0,7.581818181818182
Moderate,17-2199,"Engineers, All Other",0.787566,1.1649964249815967,0.37743042498159673,150750.0,117750.0,5.231261164214517
Moderate,11-3071,"Transportation, Storage, and Distribution Managers",0.8907923,1.2454038009669062,0.3546115009669062,213000.0,102010.0,4.948072727272727
Moderate,43-4151,Order Clerks,0.8388861,1.1916066266454926,0.3527205266454926,83420.0,44660.0,2.2646545454545453
Moderate,17-3013,Mechanical Drafters,0.8410071,1.1913524669049502,0.3503453669049502,39900.0,68510.0,3.958535565614151
Moderate,43-2011,"Switchboard Operators, Including Answering Service",0.9832644,1.3223290164830395,0.3390646164830394,35730.0,38370.0,1.9130181818181815
Moderate,11-9131,Postmasters and Mail Superintendents,0.8233757,1.1489028323329866,0.3255271323329866,13810.0,92730.0,2.4739655783760197
Moderate,11-9071,Gaming Managers,0.8299207,1.1524873441848085,0.3225666441848085,4620.0,85580.0,2.4088727272727275
Moderate,27-3043,Writers and Authors,0.9879274,1.278829438153548,0.2909020381535481,47800.0,72270.0,3.9346181818181822
Moderate,17-2021,Agricultural Engineers,0.9409636,1.2231571959074568,0.28219359590745674,1680.0,84630.0,5.109090909090909
Moderate,43-4051,Customer Service Representatives,0.9562519,1.2147436991170626,0.25849179911706255,2725930.0,42830.0,2.6916126569161265
Moderate,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.8911985,1.1339555283736376,0.24275702837363755,293930.0,100070.0,3.694250407893362
Moderate,25-9021,Farm and Home Management Advisors,0.8604031,1.0954052057380554,0.23500210573805547,10260.0,58120.0,5.606303078797577
Moderate,25-2021,"Elementary School Teachers, Except Special Education",0.8869491,1.0684555834011613,0.18150648340116127,1393310.0,62340.0,4.953890909090909
Moderate,43-9061,"Office Clerks, General",0.9888986,1.126782027962614,0.137883427962614,2510550.0,43630.0,2.779563636363636
Moderate,17-2141,Mechanical Engineers,1.004709,1.1254581482366333,0.12074914823663319,286760.0,102320.0,4.785842424242423
Moderate,25-1071,"Health Specialties Teachers, Postsecondary",0.924754,1.044344141674679,0.11959014167467907,229720.0,105620.0,6.802983338029833
Moderate,27-4032,Film and Video Editors,0.985707,1.0497391088529422,0.0640321088529422,28860.0,70980.0,4.031636363636364
